file,sha256,bytes
sources/richmond_delivery2022.txt,4f65fafc2ce60c191bbd02d2bc5dd528a0190e684ece185626ad331ecc21fc87,258807
sources/richmond_index.html,6c4cbad6c9df97b660fad927c41bac3c4986ed1fa6c8e3e74a81b6a4e625b71d,274057
sources/richmond_index.txt,5a7338fc234d2b27a03e4ec8717f30df00c555c3c6bbafcb86de6978c2c37a69,21305
sources/richmond_index_links.json,129abbbc7593274da4dabb0caf08c9292347089dd9fb6fc7b3cc89061ca14e26,100120
sources/richmond_may_agenda.pdf,ae1aff0c8ee07cac1a08cca21dee7d31c38533ca1259e3fa4ca310801e859d5e,1538381
sources/richmond_may_agenda.txt,7fc8e0817a21e34ffa8effe42771529aca6910ef9d177042e64f5b1621321758,107621
sources/richmond_q1.pdf,ae12cec69a3a661cded2bdabaed6430eb5053a34f807e79ae1af41626af53bac,234509
sources/richmond_q1.txt,b48349ba98ff76fa228ade9b1ca07ecbc62f6d3c04f2a975db5d4acca2b36914,117431
sources/richmond_q1_minutes.pdf,adc1f49210e1ec7d7cc6fe60806d15354ffd2bc295f29fe50e530f8158223e06,314032
sources/richmond_q1_minutes.txt,9dc4feca1126b2f43394dc670b38697c0476e6f5c96880a1f7b8ef23ecc1f52f,44642
sources/richmond_q2_attachments.pdf,a731735a38d7be1ca7d2b5a26d676e223562515fc594ab91bd6e108b81d277f4,14803019
sources/richmond_q2_attachments.txt,2e7e264c9ef85e525edc501c3b0502848bf23cd1ce48b6e9def6dba648a91ea9,22856
sources/richmond_q2_minutes.pdf,a7e5bb3cc18c01e19ef454cc4a857f31cc6bfd5c187624f993e6665392f7e9b2,260367
sources/richmond_q2_minutes.txt,2ed16f5a9717d5c5674bf92cca3b13f199a804fc0a8a3a4bdcd59cf30c476504,48109
sources/richmond_q3.pdf,35223babec8135a8b56de33b364c2d28b20e9abfc09a7800b01029e666348e05,258106
sources/richmond_q3.txt,91951327a1e3380ffddfbcaf21cb2cb4243fdcba6e05c951129146762b48b85f,109161
sources/richmond_q3_minutes.pdf,ac7df879a8002ca831aa1fd738640b02488a08308666225a6cf449f347809bd6,276114
sources/richmond_q3_minutes.txt,d006712f321d15e1e9673253c0d7fb5a622defdafa6f24420617a5181aa13e4b,29985
sources/richmondq2_verified_page.png,45ff90a2529b2609fbfa9b646393eaa9be5472555db71925ee7f8fb1bb981b22,470321
sources/wagga_fs2022.pdf,9275d6a732e36e6b676b867ed6cbf71d32aff39f53029217f044af854e7acadf,6262708
sources/wagga_fs2022.txt,ba9ba615d097f6f67d236650df623d9cb1d8b653973077ddded6bf8fcf09c187,434538
sources/wagga_q1.html,bf5f5c5951d804787cc8d25f12082ea18dae349540c1965afc7ea9c36d48a9b4,1383336
sources/wagga_q1.txt,8c9ec9e2e2cba98cf3afc41765aed17d147456a7a78a5d9b035055d07c0ba68c,151326
sources/wagga_q1_links.json,2e55cece337bdcd3bd5d24c50b09c03d60aee5837eb3e669f0548e8179765360,10596
sources/wagga_q1_minutes.html,cc91e4260284b5a2414e64f47b53382188e4495325d84f477adab2af332f9e2b,199919
sources/wagga_q1_minutes.txt,56be062f0e2ecce57e29779348304f519b922b278369a992ad019b700449c9a5,34260
sources/wagga_q1_minutes_links.json,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2
sources/wagga_q2.html,69b0faafeb07bd211449267a35579498a70a9fb62ce5020e16062b3c9c100a9d,1245310
sources/wagga_q2.txt,24be21cf16cf2ca73741fc67b3fd780c410260188be5720c72dcae82b2b89c86,103227
sources/wagga_q2_links.json,7786c2e24a7994663cf1ce41987f1fc578e520385ab26f2c1762262d1e7b9b0d,5541
sources/wagga_q2_minutes.html,8bd3be9a3d472424cf9368ca0fcbbad28ad79b9a406c3a5f8b5f32ab4bbff890,188888
sources/wagga_q2_minutes.txt,0a85fb9f730acc03e2eaa45d7245cd672f259ba2cd43aa8952269eb9d07deb97,29876
