council,fy_end,actual_maintenance,required_maintenance,maintenance_ratio_raw,backlog_ratio,cash_cover,population_as_published,operating_ratio_raw,unrestricted_current_ratio,maintenance_ratio_recomputed,maintenance_zero_denominator,maintenance_scale_expected,maintenance_ratio_normalized,ratio_discrepancy
Northern Beaches,2024,49537000.0,50491000.0,0.9811,1.52,6.3956,270772,0.0373,2.1841,0.981105543562219,False,1,0.9811,-5.543562219045839e-06
Oberon,2024,3475000.0,2994000.0,1.1606999999999998,7.62,17.2363,5604,-0.0246,4.8016,1.1606546426185704,False,1,1.1606999999999998,4.53573814294117e-05
Orange,2024,8267000.0,8267000.0,1.0,3.09,24.6715,44610,0.0559,2.9578,1.0,False,1,1.0,0.0
Parkes,2024,17855000.0,9007000.0,1.9823,1.79,9.3157,14236,0.0619,3.5189,1.9823470633951372,False,1,1.9823,-4.706339513727009e-05
Parramatta,2024,39930000.0,53308000.0,0.7490000000000001,3.81,15.0978,274956,0.1235999999999999,6.4768,0.7490432955653935,False,1,0.7490000000000001,-4.329556539339752e-05
Penrith,2024,31550000.0,50669000.0,0.6227,5.35,9.7579,228661,-0.0558,4.223,0.6226686928891433,False,1,0.6227,3.130711085674864e-05
Port Macquarie-Hastings,2024,27562000.0,29414000.0,0.937,2.61,28.0533,90835,0.0409,1.6666,0.9370367852043244,False,1,0.937,-3.6785204324374376e-05
Port Stephens,2024,20822000.0,19743000.0,1.0547,2.67,6.983,78906,0.046,2.1793,1.054652281821405,False,1,1.0547,4.7718178594946536e-05
Queanbeyan-Palerang Regional,2024,24978000.0,27106000.0,0.9215,1.25,8.4405,66855,0.0361,2.1411,0.921493396296023,False,1,0.9215,6.603703976981734e-06
Randwick,2024,13380000.0,6885000.0,1.9434,0.43,7.693,144598,0.0345,4.1001,1.943355119825708,False,1,1.9434,4.488017429205016e-05
Richmond Valley,2024,7942000.0,6050000.0,1.3127000000000002,6.86,11.0859,23892,-0.1663,2.9517,1.3127272727272727,False,1,1.3127000000000002,-2.7272727272542596e-05
Ryde,2024,19767000.0,19686000.0,1.0041,2.14,13.9523,139047,0.0404,5.1448,1.0041145992075586,False,1,1.0041,-1.459920755864097e-05
Shellharbour,2024,26530000.0,23742000.0,1.1174,1.42,15.0864,81566,-0.033,2.6598,1.1174290287254653,False,1,1.1174,-2.9028725465396477e-05
Shoalhaven,2024,89401000.0,85396000.0,1.0469,4.54,7.1658,110803,-0.0911,1.0797,1.046899152185114,False,1,1.0469,8.478148858515056e-07
Singleton,2024,22439000.0,14843000.0,1.5118,3.35,11.757,25639,0.0509,3.2615,1.5117563834804284,False,1,1.5118,4.361651957163204e-05
Snowy Monaro Regional,2024,19845000.0,33404000.0,0.5941,11.32,14.2151,22292,-0.0819,3.1066,0.5940905280804694,False,1,0.5941,9.471919530601447e-06
Snowy Valleys,2024,11827000.0,11827000.0,1.0,0.2,11.9444,14955,0.0672,3.3281,1.0,False,1,1.0,0.0
Strathfield,2024,6653000.0,6230000.0,1.0679,10.29,14.8953,48495,-0.1146,5.1318,1.067897271268058,False,1,1.0679,2.7287319421809286e-06
Sutherland,2024,43406000.0,36927000.0,1.1755,0.84,12.1201,238614,-0.019,4.0873,1.1754542746499852,False,1,1.1755,4.572535001479139e-05
Sydney,2024,88944000.0,88363000.0,1.0066,2.03,10.9273,237278,0.0045,4.9198,1.0065751502325635,False,1,1.0066,2.4849767436441184e-05
Tamworth Regional,2024,44481000.0,48827000.0,0.911,0.0,13.4219,65908,-0.009,2.0537,0.9109918692526676,False,1,0.911,8.130747332413257e-06
Temora,2024,5903000.0,3320000.0,1.778,2.4,11.5705,6023,0.0126,4.7006,1.778012048192771,False,1,1.778,-1.2048192771008104e-05
Tenterfield,2024,4428000.0,4428000.0,1.0,3.27,39.824,7081,0.3026999999999999,1.9452,1.0,False,1,1.0,0.0
The Hills,2024,43320000.0,23767000.0,1.8227,0.0,38.3275,215612,0.1705,2.8496,1.8226953338662852,False,1,1.8227,4.666133714748e-06
Tweed,2024,52207000.0,48986000.0,1.0658,4.25,30.9369,99793,0.0947,5.715,1.06575348058629,False,1,1.0658,4.651941371003332e-05
Upper Hunter,2024,13839000.0,10867000.0,1.2735,2.77,9.9553,14408,-0.2475,0.8025,1.273488543296218,False,1,1.2735,1.1456703782108946e-05
Upper Lachlan,2024,11875000.0,10791000.0,1.1005,7.72,10.7237,8875,-0.0158,2.4926,1.1004540821054583,False,1,1.1005,4.591789454178041e-05
Uralla,2024,5459000.0,5193000.0,1.0512,4.29,14.7579,6096,0.0896,2.419,1.0512227999229733,False,1,1.0512,-2.279992297338218e-05
Wagga Wagga,2024,24852000.0,22589000.0,1.1002,15.98,21.6346,68951,-0.0463,4.0665,1.1001815042719907,False,1,1.1002,1.8495728009382262e-05
Walcha,2024,3583000.0,5039000.0,0.7111,12.84,16.5333,2990,0.1762999999999999,3.2464,0.7110537805120064,False,1,0.7111,4.621948799354847e-05
Walgett,2024,8233000.0,7779000.0,1.0584,5.15,12.9993,5497,0.0183,7.0434,1.0583622573595577,False,1,1.0584,3.7742640442317565e-05
Warren,2024,7337000.0,3925000.0,1.8693,2.74,7.179,2593,0.2473,5.8734,1.869299363057325,False,1,1.8693,6.369426750474361e-07
Warrumbungle,2024,15542000.0,15629000.0,0.9944,4.79,13.7059,9239,0.1319,11.8402,0.994433425043189,False,1,0.9944,-3.342504318903927e-05
Waverley,2024,25871000.0,25652000.0,1.0085,1.07,8.3528,72857,0.0031,4.1088,1.0085373460159053,False,1,1.0085,-3.734601590532627e-05
Weddin,2024,1756000.0,1443000.0,1.2169,0.56,9.3879,3608,-0.0965,2.8332,1.2169092169092168,False,1,1.2169,-9.216909216736013e-06
Wentworth,2024,3213000.0,3911000.0,0.8215,2.91,21.2711,7804,0.0149,2.9328,0.8215290207108157,False,1,0.8215,-2.902071081567481e-05
Willoughby,2024,16865000.0,16651000.0,1.0129,1.49,19.5009,79634,-0.0177,3.1723,1.0128520809560988,False,1,1.0129,4.7919043901112346e-05
Wingecarribee,2024,39941000.0,38193000.0,1.0458,1.79,23.5216,53552,0.0127,2.7785,1.0457675490273086,False,1,1.0458,3.245097269144459e-05
Wollondilly,2024,15338000.0,18353000.0,0.8356999999999999,6.46,6.4131,59782,-0.0588,1.7151,0.8357216803792296,False,1,0.8356999999999999,-2.1680379229671587e-05
Wollongong,2024,60183000.0,72097000.0,0.8348,7.61,4.2478,221894,-0.1539,2.6975,0.8347504057034273,False,1,0.8348,4.959429657269698e-05
Woollahra,2024,25676000.0,25608000.0,1.0027,2.07,1.9992,55175,0.0544,4.4192,1.0026554201811935,False,1,1.0027,4.457981880645612e-05
Yass Valley,2024,5452000.0,7242000.0,0.7528,3.91,12.5751,17647,-0.0712,2.785,0.7528307097486882,False,1,0.7528,-3.0709748688129146e-05
Albury,2025,36700000.0,36276000.0,101.17,3.15,,58317,,,1.0116881684860515,False,100,1.0117,1.1831513948568073e-05
Armidale Regional,2025,0.0,0.0,0.0,19.37,,29646,,,,True,100,0.0,
Ballina,2025,9300000.0,10765000.0,86.39,1.26,,47935,,,0.8639108221086855,False,100,0.8639,-1.0822108685526466e-05
Balranald,2025,7752000.0,3778000.0,205.19,2.76,,2219,,,2.0518793012175753,False,100,2.0519,2.069878242449974e-05
Bathurst Regional,2025,17567000.0,28674000.0,61.26,10.81,,44939,,,0.6126456022877869,False,100,0.6126,-4.5602287786827844e-05
Bayside,2025,27652000.0,31366000.0,88.16,2.27,,185880,,,0.8815915322323535,False,100,0.8815999999999999,8.46776764640289e-06
Bega Valley,2025,12298000.0,11129000.0,110.5,1.53,,36593,,,1.1050408841764758,False,100,1.105,-4.088417647585274e-05
Bellingen,2025,3491000.0,7956000.0,43.88,5.87,,13278,,,0.43878833584715937,False,100,0.4388,1.1664152840651365e-05
Berrigan,2025,3756000.0,3711000.0,101.21,0.47,,8666,,,1.0121261115602262,False,100,1.0121,-2.6111560226249608e-05
Blacktown,2025,95589000.0,99510000.0,96.06,3.55,,438843,,,0.9605969249321676,False,100,0.9606,3.075067832369882e-06
Bland,2025,,,,,,5454,,,,False,100,,
Blayney,2025,4843000.0,4273000.0,113.34,4.19,,7767,,,1.1333957406974022,False,100,1.1334,4.259302597731107e-06
Blue Mountains,2025,40802000.0,40802000.0,100.0,3.51,,78891,,,1.0,False,100,1.0,0.0
Bogan,2025,4765000.0,5130000.0,92.88,1.61,,2407,,,0.928849902534113,False,100,0.9288,-4.990253411307766e-05
Bourke,2025,12704000.0,11633000.0,109.21,3.11,,2349,,,1.0920656752342475,False,100,1.0920999999999998,3.4324765752380415e-05
Brewarrina,2025,722000.0,722000.0,100.0,4.26,,1408,,,1.0,False,100,1.0,0.0
Broken Hill,2025,6267000.0,8470000.0,73.99,1.97,,17541,,,0.7399055489964581,False,100,0.7399,-5.5489964581045825e-06
Burwood,2025,9267000.0,7275000.0,127.38,6.48,,43346,,,1.2738144329896908,False,100,1.2738,-1.4432989690726927e-05
Byron,2025,25545000.0,46057000.0,55.46,9.98,,37826,,,0.5546388171179191,False,100,0.5546,-3.881711791908771e-05
Cabonne,2025,78777000.0,51882000.0,151.84,22.11,,13897,,,1.518387880189661,False,100,1.5184,1.2119810338884207e-05
Camden,2025,21890000.0,22485000.0,97.35,1.15,,141133,,,0.9735379141649989,False,100,0.9734999999999999,-3.79141649989867e-05
Campbelltown,2025,12393000.0,13172000.0,94.09,0.84,,188303,,,0.9408593987245673,False,100,0.9409000000000001,4.0601275432816664e-05
Canada Bay,2025,22597000.0,22223000.0,101.68,2.19,,92255,,,1.016829410970616,False,100,1.0168000000000001,-2.9410970615817433e-05
Canterbury-Bankstown,2025,52272000.0,54168000.0,96.5,5.22,,385242,,,0.9649977846699158,False,100,0.965,2.21533008415431e-06
Carrathool,2025,9215000.0,8404000.0,109.65,0.2,,2767,,,1.0965016658733937,False,100,1.0965,-1.6658733936747439e-06
Central Coast,2025,111821000.0,138988000.0,80.45,1.64,,354803,,,0.8045370823380436,False,100,0.8045,-3.7082338043559204e-05
Central Darling,2025,17251000.0,9646000.0,178.84,16.55,,1767,,,1.7884097035040432,False,100,1.7884,-9.70350404316811e-06
Cessnock,2025,16994000.0,20578000.0,82.58,3.38,,69352,,,0.8258334143259792,False,100,0.8258,-3.341432597925298e-05
Clarence Valley,2025,23544000.0,34778000.0,67.7,34.92,,56037,,,0.6769796998102249,False,100,0.677,2.0300189775168676e-05
Cobar,2025,9641000.0,9630000.0,100.11,5.32,,4015,,,1.001142263759086,False,100,1.0011,-4.2263759086003105e-05
Coffs Harbour,2025,20907000.0,21668000.0,96.49,2.93,,81248,,,0.9648790843640391,False,100,0.9649,2.0915635960849777e-05
Coolamon,2025,5344000.0,4913000.0,108.77,0.0,,4613,,,1.0877264400569917,False,100,1.0877,-2.644005699181662e-05
Coonamble,2025,4051000.0,2914000.0,139.02,2.59,,3871,,,1.3901853122855181,False,100,1.3902,1.4687714481986802e-05
Cootamundra-Gundagai Regional,2025,7255000.0,7255000.0,100.0,1.17,,11424,,,1.0,False,100,1.0,0.0
Cowra,2025,13336000.0,13502000.0,98.77,0.0,,12680,,,0.9877055251073915,False,100,0.9876999999999999,-5.525107391601836e-06
Cumberland,2025,30274000.0,31417000.0,96.36,3.43,,252399,,,0.963618423146704,False,100,0.9636,-1.8423146703971938e-05
Dubbo Regional,2025,8641000.0,11260000.0,76.74,7.6,,56997,,,0.7674067495559502,False,100,0.7674,-6.74955595025839e-06
Dungog,2025,2022000.0,6690000.0,30.22,9.63,,9905,,,0.3022421524663677,False,100,0.30219999999999997,-4.215246636773973e-05
Edward River,2025,11397000.0,9459000.0,120.49,2.49,,8411,,,1.20488423723438,False,100,1.2048999999999999,1.576276561987555e-05
Eurobodalla,2025,32785000.0,36147000.0,90.7,9.69,,41142,,,0.9069908982764822,False,100,0.907,9.101723517868088e-06
Fairfield,2025,52792000.0,48893000.0,107.97,1.68,,212210,,,1.0797455668500604,False,100,1.0796999999999999,-4.556685006051886e-05
Federation,2025,7243000.0,7774000.0,93.17,16.37,,13075,,,0.9316953949060972,False,100,0.9317,4.6050939027653115e-06
Forbes,2025,8768000.0,9537000.0,91.94,1.42,,9295,,,0.9193666771521443,False,100,0.9194,3.332284785573236e-05
Georges River,2025,17500000.0,18122000.0,96.57,2.93,,161593,,,0.9656770775852555,False,100,0.9656999999999999,2.2922414744441788e-05
Gilgandra,2025,6129000.0,5758000.0,106.44,0.99,,4305,,,1.064432094477249,False,100,1.0644,-3.20944772489451e-05
Glen Innes Severn,2025,3219000.0,4001000.0,80.45,9.39,,8978,,,0.8045488627843039,False,100,0.8045,-4.886278430393798e-05
Goulburn Mulwaree,2025,14312000.0,28224000.0,50.71,4.12,,33112,,,0.5070861678004536,False,100,0.5071,1.3832199546426338e-05
Greater Hume,2025,9187000.0,5765000.0,159.36,1.79,,11582,,,1.5935819601040764,False,100,1.5936000000000001,1.8039895923749327e-05
Griffith,2025,10182000.0,8541000.0,119.21,1.16,,27340,,,1.1921320688443977,False,100,1.1921,-3.2068844397770135e-05
Gunnedah,2025,10656000.0,10302000.0,103.44,6.1,,13392,,,1.0343622597553872,False,100,1.0344,3.77402446127828e-05
Gwydir,2025,12034000.0,12034000.0,100.0,1.01,,4893,,,1.0,False,100,1.0,0.0
Hawkesbury,2025,22969000.0,17442000.0,131.69,2.95,,68704,,,1.3168787983029469,False,100,1.3169,2.120169705310815e-05
Hay,2025,2381000.0,2995000.0,79.5,0.6,,2861,,,0.7949916527545909,False,100,0.795,8.347245409101589e-06
Hilltops,2025,10976000.0,10855000.0,101.11,5.53,,19300,,,1.01114693689544,False,100,1.0110999999999999,-4.693689544010837e-05
Hornsby,2025,6942000.0,6640000.0,104.55,0.76,,154834,,,1.0454819277108434,False,100,1.0454999999999999,1.8072289156512156e-05
Hunters Hill,2025,3907000.0,3111000.0,125.59,3.69,,14062,,,1.255866280938605,False,100,1.2559,3.3719061395043326e-05
Inner West,2025,59582000.0,54778000.0,108.77,1.55,,190939,,,1.0876994413815766,False,100,1.0877,5.586184232964087e-07
Inverell,2025,11909000.0,11629000.0,102.41,0.86,,18080,,,1.024077736692751,False,100,1.0241,2.2263307249081876e-05
Junee,2025,4051000.0,3330000.0,121.65,3.36,,6458,,,1.2165165165165166,False,100,1.2165000000000001,-1.6516516516462687e-05
Kempsey,2025,17080000.0,18080000.0,94.47,6.51,,31718,,,0.9446902654867256,False,100,0.9447,9.734513274350931e-06
Kiama,2025,8587000.0,8587000.0,100.0,2.39,,23173,,,1.0,False,100,1.0,0.0
Ku-ring-gai,2025,18256000.0,20300000.0,89.93,7.89,,128362,,,0.8993103448275862,False,100,0.8993000000000001,-1.034482758610622e-05
Kyogle,2025,7091000.0,5471000.0,129.61,5.36,,9582,,,1.2961067446536283,False,100,1.2961,-6.7446536282655956e-06
Lachlan,2025,21198000.0,10025000.0,211.45,1.41,,6113,,,2.114513715710723,False,100,2.1145,-1.3715710723172236e-05
Lake Macquarie,2025,50382119.3,65706672.75,76.68,1.9,,221859,,,0.7667732543952318,False,100,0.7668,2.674560476823018e-05
Lane Cove,2025,4836000.0,4740000.0,102.03,1.95,,42566,,,1.0202531645569621,False,100,1.0203,4.6835443037851476e-05
Leeton,2025,7312000.0,7114000.0,102.78,4.96,,11438,,,1.0278324430700028,False,100,1.0278,-3.2443070002718954e-05
Lismore,2025,21354000.0,17597000.0,121.35,8.69,,43783,,,1.2135023015286697,False,100,1.2135,-2.301528669645947e-06
Lithgow,2025,7177000.0,9619000.0,74.61,4.73,,20740,,,0.7461274560765152,False,100,0.7461,-2.7456076515219863e-05
Liverpool,2025,29334000.0,38273000.0,76.64,2.02,,254905,,,0.766441094243984,False,100,0.7664,-4.109424398401895e-05
Liverpool Plains,2025,6136000.0,4433000.0,138.42,8.33,,7670,,,1.3841642228739004,False,100,1.3841999999999999,3.5777126099478807e-05
Lockhart,2025,3753000.0,1851000.0,202.76,0.0,,3474,,,2.027552674230146,False,100,2.0276,4.7325769854111854e-05
Maitland,2025,23902000.0,16182000.0,147.71,13.08,,98163,,,1.4770732913113336,False,100,1.4771,2.6708688666499114e-05
Mid-Coast,2025,57622000.0,76380000.0,75.44,2.23,,98582,,,0.7544121497774287,False,100,0.7544,-1.2149777428693831e-05
Mid-Western Regional,2025,23722000.0,24574000.0,96.53,5.18,,26214,,,0.965329209733865,False,100,0.9653,-2.920973386499881e-05
Moree Plains,2025,15026000.0,15457000.0,97.21,4.4,,12816,,,0.9721161933104742,False,100,0.9721,-1.6193310474199585e-05
Mosman,2025,7329000.0,6622000.0,110.68,0.47,,29253,,,1.1067653276955602,False,100,1.1068,3.4672304439764545e-05
Murray River,2025,10984000.0,14707000.0,74.69,9.4,,13562,,,0.7468552390018358,False,100,0.7469,4.476099816419499e-05
Murrumbidgee,2025,4376000.0,2935000.0,149.1,0.0,,3658,,,1.4909710391822828,False,100,1.4909999999999999,2.896081771708303e-05
Muswellbrook,2025,8975000.0,3218000.0,278.9,7.89,,16817,,,2.7889993784959604,False,100,2.7889999999999997,6.21504039344245e-07
Nambucca Valley,2025,10980000.0,19270000.0,56.98,1.1,,20986,,,0.5697976128697457,False,100,0.5698,2.3871302542444184e-06
Narrabri,2025,6083000.0,6927000.0,87.82,20.36,,12796,,,0.8781579327270103,False,100,0.8782,4.2067272989720905e-05
Narrandera,2025,4588000.0,3660000.0,125.36,6.28,,5687,,,1.2535519125683061,False,100,1.2536,4.8087431693932814e-05
Narromine,2025,17091000.0,19681000.0,86.84,1.98,,6432,,,0.8684009958843555,False,100,0.8684000000000001,-9.958843554258578e-07
Newcastle,2025,39429000.0,39790000.0,99.09,2.16,,176860,,,0.9909273686855994,False,100,0.9909,-2.736868559938266e-05
North Sydney,2025,9299000.0,9785000.0,95.03,13.86,,72909,,,0.9503321410321921,False,100,0.9503,-3.2141032192067875e-05
Northern Beaches,2025,48908000.0,53490000.0,91.43,1.55,,270772,,,0.9143391288091232,False,100,0.9143000000000001,-3.912880912304573e-05
Oberon,2025,3835000.0,3350000.0,114.48,6.36,,5604,,,1.144776119402985,False,100,1.1448,2.388059701496914e-05
Orange,2025,8378000.0,8378000.0,100.0,3.59,,44610,,,1.0,False,100,1.0,0.0
Parkes,2025,9363000.0,9007000.0,103.95,2.64,,14236,,,1.0395248140335296,False,100,1.0395,-2.4814033529496626e-05
Parramatta,2025,54610000.0,58824000.0,92.84,2.44,,274956,,,0.9283625730994152,False,100,0.9284,3.7426900584836e-05
Penrith,2025,33957000.0,54059000.0,62.81,2.32,,228661,,,0.6281470245472539,False,100,0.6281,-4.702454725391547e-05
Port Macquarie-Hastings,2025,28000000.0,33055000.0,84.71,1.78,,90835,,,0.8470730600514295,False,100,0.8471,2.6939948570503525e-05
Port Stephens,2025,23200000.0,21434000.0,108.24,3.4,,78906,,,1.082392460576654,False,100,1.0824,7.539423346081264e-06
Queanbeyan-Palerang Regional,2025,25360000.0,26810000.0,94.59,1.41,,66855,,,0.9459157030958597,False,100,0.9459000000000001,-1.570309585963159e-05
Randwick,2025,15657000.0,9820000.0,159.44,0.61,,144598,,,1.5943991853360489,False,100,1.5944,8.146639511874554e-07
Richmond Valley,2025,9472000.0,6325000.0,149.75,6.1,,23892,,,1.4975494071146245,False,100,1.4975,-4.940711462442238e-05
Ryde,2025,22244000.0,21282000.0,104.52,2.49,,139047,,,1.0452025185602858,False,100,1.0452,-2.518560285880156e-06
Shellharbour,2025,23477000.0,22840000.0,102.79,3.25,,81566,,,1.0278896672504378,False,100,1.0279,1.0332749562191879e-05
Shoalhaven,2025,59350000.0,65476000.0,90.64,3.92,,110803,,,0.9064390005498197,False,100,0.9064,-3.9000549819756536e-05
Singleton,2025,27977000.0,17422000.0,160.58,3.83,,25639,,,1.6058431867753415,False,100,1.6058000000000001,-4.318677534143056e-05
Snowy Monaro Regional,2025,17620000.0,35715000.0,49.34,9.12,,22292,,,0.49335013299734004,False,100,0.49340000000000006,4.986700266002009e-05
Snowy Valleys,2025,11256000.0,11256000.0,100.0,0.0,,14955,,,1.0,False,100,1.0,0.0
Strathfield,2025,12072000.0,11362000.0,106.25,7.87,,48495,,,1.062488998415772,False,100,1.0625,1.1001584228065298e-05
Sutherland,2025,39592000.0,38954000.0,101.64,1.06,,238614,,,1.016378292344817,False,100,1.0164,2.1707655182945373e-05
Sydney,2025,99675000.0,90938000.0,109.61,2.36,,237278,,,1.0960764476896347,False,100,1.0961,2.355231036532679e-05
Tamworth Regional,2025,44605000.0,48857000.0,91.3,0.0,,65908,,,0.9129705057617128,False,100,0.9129999999999999,2.9494238287131047e-05
Temora,2025,3140000.0,2750000.0,114.18,3.78,,6023,,,1.1418181818181818,False,100,1.1418000000000001,-1.8181818181695064e-05
Tenterfield,2025,8142000.0,14229000.0,57.22,2.47,,7081,,,0.5722116803710732,False,100,0.5722,-1.168037107313058e-05
The Hills,2025,42920000.0,26104000.0,164.42,0.0,,215612,,,1.6441924609255287,False,100,1.6441999999999999,7.539074471152318e-06
Tweed,2025,35023000.0,46487000.0,75.34,4.75,,99793,,,0.753393421816852,False,100,0.7534000000000001,6.578183148087113e-06
Upper Hunter,2025,15280000.0,8241000.0,185.41,2.2,,14408,,,1.8541439145734742,False,100,1.8540999999999999,-4.391457347430183e-05
Upper Lachlan,2025,13652000.0,11119000.0,122.78,8.42,,8875,,,1.2278082561381418,False,100,1.2278,-8.256138141815583e-06
Uralla,2025,11221000.0,7456000.0,150.5,1.34,,6096,,,1.5049624463519313,False,100,1.505,3.755364806856676e-05
Wagga Wagga,2025,26451000.0,26132000.0,101.22,14.47,,68951,,,1.012207255472218,False,100,1.0122,-7.2554722179152265e-06
Walcha,2025,8453000.0,9188000.0,92.0,0.25,,2990,,,0.9200043535045712,False,100,0.92,-4.353504571175115e-06
Walgett,2025,9647000.0,9450000.0,102.08,4.83,,5497,,,1.020846560846561,False,100,1.0208,-4.6560846560961267e-05
Warren,2025,6370000.0,4090000.0,155.75,1.64,,2593,,,1.5574572127139363,False,100,1.5575,4.2787286063772356e-05
Warrumbungle,2025,11451000.0,11451000.0,100.0,5.35,,9239,,,1.0,False,100,1.0,0.0
Waverley,2025,23581000.0,23055000.0,102.28,1.04,,72857,,,1.0228150075905444,False,100,1.0228,-1.5007590544513505e-05
Weddin,2025,2695000.0,2122000.0,127.0,0.7100000000000001,,3608,,,1.2700282752120642,False,100,1.27,-2.8275212064166055e-05
Wentworth,2025,4330000.0,4388000.0,98.68,11.09,,7804,,,0.9867821330902461,False,100,0.9868000000000001,1.7866909754027382e-05
Willoughby,2025,15309000.0,13266000.0,115.4,1.85,,79634,,,1.1540027137042062,False,100,1.1540000000000001,-2.7137042060143557e-06
Wingecarribee,2025,37807000.0,38492000.0,98.22,3.41,,53552,,,0.9822040943572691,False,100,0.9822,-4.094357269113225e-06
Wollondilly,2025,14398000.0,19992000.0,72.02,5.67,,59782,,,0.720188075230092,False,100,0.7202,1.1924769907967203e-05
Wollongong,2025,62629000.0,47341000.0,132.29,8.35,,221894,,,1.3229336093449653,False,100,1.3229,-3.3609344965324084e-05
Woollahra,2025,27914000.0,28360000.0,98.43,6.14,,55175,,,0.9842736248236953,False,100,0.9843000000000001,2.6375176304771486e-05
Yass Valley,2025,5628000.0,8345000.0,67.44,6.23,,17647,,,0.674415817855003,False,100,0.6744,-1.5817855003041892e-05
